"Carthage, OK",ERROR,ERROR
"County, MA",ERROR,ERROR
"Essex, KS",ERROR,ERROR
"Cross, OK",ERROR,ERROR
"Ceredo, VA",ERROR,ERROR
"Chantilly, KS",ERROR,ERROR
"County, OR",ERROR,ERROR
"NewYork, NY",ERROR,ERROR
"County, PA",ERROR,ERROR
"Ecter, OK",ERROR,ERROR
"Marvin, KS",ERROR,ERROR
"Germantown, NE",ERROR,ERROR
"Pitzer Mines, KS",ERROR,ERROR
"Nescutunga, KS",ERROR,ERROR
"Loco, KS",ERROR,ERROR
"Sidney, KS",ERROR,ERROR
"Pitman's Ferry, AR",ERROR,ERROR
"Granite, CA",ERROR,ERROR
"Fort Wallace, KS",ERROR,ERROR
"La Porte, NE",ERROR,ERROR
"Parker, IN",ERROR,ERROR
"County, ME",ERROR,ERROR
"Chitham, IL",ERROR,ERROR
"Hatfield, KS",ERROR,ERROR
"County, CO",ERROR,ERROR
"Saddleback Valley, CA",ERROR,ERROR
"Conwayboro, SC",ERROR,ERROR
"Downs, OK",ERROR,ERROR
"County, NY",ERROR,ERROR
"County, VT",ERROR,ERROR
"Hector, KS",ERROR,ERROR
"Sandusky, VT",ERROR,ERROR
"Maldonado, NM",ERROR,ERROR
"California, KS",ERROR,ERROR
"Eustis, KS",ERROR,ERROR
"Cash City, KS",ERROR,ERROR
"Lordsburg, CA",ERROR,ERROR
"Harper's Ferry, VA",ERROR,ERROR
"Saratoga, KS",ERROR,ERROR
"Cincinnati, KS",ERROR,ERROR
"David, OK",ERROR,ERROR
"Golden, KS",ERROR,ERROR
"Cantonment, OK",ERROR,ERROR
"County, NE",ERROR,ERROR
"County, NJ",ERROR,ERROR
